Timestamp,Object Name,Is Attached
2.125,RoofZone_SmartRopeNode3_SmartRope,0
2.195,RoofZone_SmartRopeNode3_SmartRope,1
2.257,RoofZone_SmartRopeNode3_SmartRope,0
2.319,RoofZone_SmartRopeNode3_SmartRope,0
2.382,RoofZone_SmartRopeNode3_SmartRope,1
2.443,RoofZone_SmartRopeNode3_SmartRope,0
2.507,RoofZone_SmartRopeNode3_SmartRope,0
2.555,RoofZone_SmartRopeNode3_SmartRope,1
2.603,RoofZone_SmartRopeNode3_SmartRope,1
2.663,RoofZone_SmartRopeNode3_SmartRope,0
2.715,RoofZone_SmartRopeNode3_SmartRope,1
2.763,RoofZone_SmartRopeNode3_SmartRope,0
2.819,RoofZone_SmartRopeNode3_SmartRope,0
2.881,RoofZone_SmartRopeNode3_SmartRope,1
2.923,RoofZone_SmartRopeNode3_SmartRope,0
2.974,RoofZone_SmartRopeNode3_SmartRope,0
3.026,RoofZone_SmartRopeNode3_SmartRope,1
3.068,RoofZone_SmartRopeNode3_SmartRope,0
3.120,RoofZone_SmartRopeNode3_SmartRope,0
3.177,RoofZone_SmartRopeNode3_SmartRope,1
3.240,RoofZone_SmartRopeNode3_SmartRope,1
3.302,RoofZone_SmartRopeNode3_SmartRope,0
3.366,RoofZone_SmartRopeNode3_SmartRope,1
3.416,RoofZone_SmartRopeNode3_SmartRope,0
3.466,RoofZone_SmartRopeNode3_SmartRope,0
3.509,RoofZone_SmartRopeNode3_SmartRope,1
3.570,RoofZone_SmartRopeNode3_SmartRope,0
3.617,RoofZone_SmartRopeNode3_SmartRope,0
3.679,RoofZone_SmartRopeNode3_SmartRope,1
3.742,RoofZone_SmartRopeNode3_SmartRope,0
3.791,RoofZone_SmartRopeNode3_SmartRope,0
3.842,RoofZone_SmartRopeNode3_SmartRope,1
3.890,RoofZone_SmartRopeNode3_SmartRope,1
3.947,RoofZone_SmartRopeNode3_SmartRope,0
3.993,RoofZone_SmartRopeNode3_SmartRope,1
4.035,RoofZone_SmartRopeNode3_SmartRope,0
4.092,RoofZone_SmartRopeNode3_SmartRope,0
4.135,RoofZone_SmartRopeNode3_SmartRope,1
4.196,RoofZone_SmartRopeNode3_SmartRope,0
4.244,RoofZone_SmartRopeNode3_SmartRope,0
4.288,RoofZone_SmartRopeNode3_SmartRope,1
4.331,RoofZone_SmartRopeNode3_SmartRope,0
4.397,RoofZone_SmartRopeNode3_SmartRope,0
4.444,RoofZone_SmartRopeNode3_SmartRope,1
4.491,RoofZone_SmartRopeNode3_SmartRope,1
4.533,RoofZone_SmartRopeNode3_SmartRope,0
4.584,RoofZone_SmartRopeNode3_SmartRope,1
4.647,RoofZone_SmartRopeNode3_SmartRope,0
4.708,RoofZone_SmartRopeNode3_SmartRope,0
4.751,RoofZone_SmartRopeNode3_SmartRope,1
4.802,RoofZone_SmartRopeNode3_SmartRope,0
4.853,RoofZone_SmartRopeNode3_SmartRope,0
4.894,RoofZone_SmartRopeNode3_SmartRope,1
4.936,RoofZone_SmartRopeNode3_SmartRope,0
4.988,RoofZone_SmartRopeNode3_SmartRope,0
5.036,RoofZone_SmartRopeNode3_SmartRope,1
5.078,RoofZone_SmartRopeNode3_SmartRope,1
5.144,RoofZone_SmartRopeNode3_SmartRope,0
5.191,RoofZone_SmartRopeNode3_SmartRope,1
5.235,RoofZone_SmartRopeNode3_SmartRope,0
5.301,RoofZone_SmartRopeNode3_SmartRope,0
5.343,RoofZone_SmartRopeNode3_SmartRope,1
5.428,RoofZone_SmartRopeNode3_SmartRope,0
5.470,RoofZone_SmartRopeNode3_SmartRope,0
5.522,RoofZone_SmartRopeNode3_SmartRope,1
5.564,RoofZone_SmartRopeNode3_SmartRope,0
5.605,RoofZone_SmartRopeNode3_SmartRope,0
5.658,RoofZone_SmartRopeNode3_SmartRope,1
5.700,RoofZone_SmartRopeNode3_SmartRope,1
5.766,RoofZone_SmartRopeNode3_SmartRope,0
5.829,RoofZone_SmartRopeNode3_SmartRope,1
5.869,RoofZone_SmartRopeNode3_SmartRope,0
5.922,RoofZone_SmartRopeNode3_SmartRope,0
5.974,RoofZone_SmartRopeNode3_SmartRope,1
6.016,RoofZone_SmartRopeNode3_SmartRope,0
6.057,RoofZone_SmartRopeNode3_SmartRope,0
6.123,RoofZone_SmartRopeNode3_SmartRope,1
6.187,RoofZone_SmartRopeNode3_SmartRope,0
6.249,RoofZone_SmartRopeNode3_SmartRope,0
6.314,RoofZone_SmartRopeNode3_SmartRope,1
6.373,RoofZone_SmartRopeNode3_SmartRope,1
6.421,RoofZone_SmartRopeNode3_SmartRope,0
6.464,RoofZone_SmartRopeNode3_SmartRope,1
6.505,RoofZone_SmartRopeNode3_SmartRope,0
6.548,RoofZone_SmartRopeNode3_SmartRope,0
6.596,RoofZone_SmartRopeNode3_SmartRope,1
6.644,RoofZone_SmartRopeNode3_SmartRope,0
6.686,RoofZone_SmartRopeNode3_SmartRope,0
6.739,RoofZone_SmartRopeNode3_SmartRope,1
6.785,RoofZone_SmartRopeNode3_SmartRope,0
6.828,RoofZone_SmartRopeNode3_SmartRope,0
6.890,RoofZone_SmartRopeNode3_SmartRope,1
6.937,RoofZone_SmartRopeNode3_SmartRope,1
6.983,RoofZone_SmartRopeNode3_SmartRope,0
7.030,RoofZone_SmartRopeNode3_SmartRope,1
7.093,RoofZone_SmartRopeNode3_SmartRope,0
7.135,RoofZone_SmartRopeNode3_SmartRope,0
7.197,RoofZone_SmartRopeNode3_SmartRope,1
7.245,RoofZone_SmartRopeNode3_SmartRope,0
7.311,RoofZone_SmartRopeNode3_SmartRope,0
7.353,RoofZone_SmartRopeNode3_SmartRope,1
7.406,RoofZone_SmartRopeNode3_SmartRope,0
7.449,RoofZone_SmartRopeNode3_SmartRope,0
7.490,RoofZone_SmartRopeNode3_SmartRope,1
7.533,RoofZone_SmartRopeNode3_SmartRope,1
7.573,RoofZone_SmartRopeNode3_SmartRope,0
7.636,RoofZone_SmartRopeNode3_SmartRope,1
7.685,RoofZone_SmartRopeNode3_SmartRope,0
7.736,RoofZone_SmartRopeNode3_SmartRope,0
7.793,RoofZone_SmartRopeNode3_SmartRope,1
7.856,RoofZone_SmartRopeNode3_SmartRope,0
7.984,RoofZone_SmartRopeNode3_SmartRope,0
8.056,RoofZone_SmartRopeNode3_SmartRope,1
8.109,RoofZone_SmartRopeNode3_SmartRope,0
8.163,RoofZone_SmartRopeNode3_SmartRope,0
8.226,RoofZone_SmartRopeNode3_SmartRope,1
8.281,RoofZone_SmartRopeNode3_SmartRope,1
8.322,RoofZone_SmartRopeNode3_SmartRope,0
8.364,RoofZone_SmartRopeNode3_SmartRope,1
8.412,RoofZone_SmartRopeNode3_SmartRope,0
8.455,RoofZone_SmartRopeNode3_SmartRope,0
8.497,RoofZone_SmartRopeNode3_SmartRope,1
8.542,RoofZone_SmartRopeNode3_SmartRope,0
8.591,RoofZone_SmartRopeNode3_SmartRope,0
8.647,RoofZone_SmartRopeNode3_SmartRope,1
8.694,RoofZone_SmartRopeNode3_SmartRope,0
8.755,RoofZone_SmartRopeNode3_SmartRope,0
8.806,RoofZone_SmartRopeNode3_SmartRope,1
8.848,RoofZone_SmartRopeNode3_SmartRope,1
8.894,RoofZone_SmartRopeNode3_SmartRope,0
8.957,RoofZone_SmartRopeNode3_SmartRope,1
9.005,RoofZone_SmartRopeNode3_SmartRope,0
9.046,RoofZone_SmartRopeNode3_SmartRope,0
9.102,RoofZone_SmartRopeNode3_SmartRope,1
9.143,RoofZone_SmartRopeNode3_SmartRope,0
9.206,RoofZone_SmartRopeNode3_SmartRope,0
9.247,RoofZone_SmartRopeNode3_SmartRope,1
9.305,RoofZone_SmartRopeNode3_SmartRope,0
9.350,RoofZone_SmartRopeNode3_SmartRope,0
9.393,RoofZone_SmartRopeNode3_SmartRope,1
9.442,RoofZone_SmartRopeNode3_SmartRope,1
9.485,RoofZone_SmartRopeNode3_SmartRope,0
9.541,RoofZone_SmartRopeNode3_SmartRope,1
9.611,RoofZone_SmartRopeNode3_SmartRope,0
9.673,RoofZone_SmartRopeNode3_SmartRope,0
9.745,RoofZone_SmartRopeNode3_SmartRope,1
9.795,RoofZone_SmartRopeNode3_SmartRope,0
9.843,RoofZone_SmartRopeNode3_SmartRope,0
9.895,RoofZone_SmartRopeNode3_SmartRope,1
9.939,RoofZone_SmartRopeNode3_SmartRope,0
9.982,RoofZone_SmartRopeNode3_SmartRope,0
10.024,RoofZone_SmartRopeNode3_SmartRope,1
10.067,RoofZone_SmartRopeNode3_SmartRope,1
10.113,RoofZone_SmartRopeNode3_SmartRope,0
10.170,RoofZone_SmartRopeNode3_SmartRope,1
10.231,RoofZone_SmartRopeNode3_SmartRope,0
10.272,RoofZone_SmartRopeNode3_SmartRope,0
10.316,RoofZone_SmartRopeNode3_SmartRope,1
10.371,RoofZone_SmartRopeNode3_SmartRope,0
10.433,RoofZone_SmartRopeNode3_SmartRope,0
10.481,RoofZone_SmartRopeNode3_SmartRope,1
10.542,RoofZone_SmartRopeNode3_SmartRope,0
10.584,RoofZone_SmartRopeNode3_SmartRope,0
10.627,RoofZone_SmartRopeNode3_SmartRope,1
10.668,RoofZone_SmartRopeNode3_SmartRope,1
10.714,RoofZone_SmartRopeNode3_SmartRope,0
10.755,RoofZone_SmartRopeNode3_SmartRope,1
10.798,RoofZone_SmartRopeNode3_SmartRope,0
10.855,RoofZone_SmartRopeNode3_SmartRope,0
10.897,RoofZone_SmartRopeNode3_SmartRope,1
10.950,RoofZone_SmartRopeNode3_SmartRope,0
10.991,RoofZone_SmartRopeNode3_SmartRope,0
11.033,RoofZone_SmartRopeNode3_SmartRope,1
11.091,RoofZone_SmartRopeNode3_SmartRope,0
11.140,RoofZone_SmartRopeNode3_SmartRope,0
11.222,RoofZone_SmartRopeNode3_SmartRope,1
11.264,RoofZone_SmartRopeNode3_SmartRope,1
11.306,RoofZone_SmartRopeNode3_SmartRope,0
11.369,RoofZone_SmartRopeNode3_SmartRope,1
11.431,RoofZone_SmartRopeNode3_SmartRope,0
11.493,RoofZone_SmartRopeNode3_SmartRope,0
11.537,RoofZone_SmartRopeNode3_SmartRope,1
11.587,RoofZone_SmartRopeNode3_SmartRope,0
11.628,RoofZone_SmartRopeNode3_SmartRope,0
11.671,RoofZone_SmartRopeNode3_SmartRope,1
11.713,RoofZone_SmartRopeNode3_SmartRope,0
11.757,RoofZone_SmartRopeNode3_SmartRope,0
11.799,RoofZone_SmartRopeNode3_SmartRope,1
11.856,RoofZone_SmartRopeNode3_SmartRope,1
11.897,RoofZone_SmartRopeNode3_SmartRope,0
11.939,RoofZone_SmartRopeNode3_SmartRope,1
11.996,RoofZone_SmartRopeNode3_SmartRope,0
12.038,RoofZone_SmartRopeNode3_SmartRope,0
12.100,RoofZone_SmartRopeNode3_SmartRope,1
12.144,RoofZone_SmartRopeNode3_SmartRope,0
12.185,RoofZone_SmartRopeNode3_SmartRope,0
12.226,RoofZone_SmartRopeNode3_SmartRope,1
12.272,RoofZone_SmartRopeNode3_SmartRope,0
12.315,RoofZone_SmartRopeNode3_SmartRope,0
12.376,RoofZone_SmartRopeNode3_SmartRope,1
12.416,RoofZone_SmartRopeNode3_SmartRope,1
12.469,RoofZone_SmartRopeNode3_SmartRope,0
12.521,RoofZone_SmartRopeNode3_SmartRope,1
12.568,RoofZone_SmartRopeNode3_SmartRope,0
12.610,RoofZone_SmartRopeNode3_SmartRope,0
12.664,RoofZone_SmartRopeNode3_SmartRope,1
12.710,RoofZone_SmartRopeNode3_SmartRope,0
12.753,RoofZone_SmartRopeNode3_SmartRope,0
12.802,RoofZone_SmartRopeNode3_SmartRope,1
12.860,RoofZone_SmartRopeNode3_SmartRope,0
12.905,RoofZone_SmartRopeNode3_SmartRope,0
12.968,RoofZone_SmartRopeNode3_SmartRope,1
13.030,RoofZone_SmartRopeNode3_SmartRope,1
13.093,RoofZone_SmartRopeNode3_SmartRope,0
13.139,RoofZone_SmartRopeNode3_SmartRope,1
13.187,RoofZone_SmartRopeNode3_SmartRope,0
13.233,RoofZone_SmartRopeNode3_SmartRope,0
13.295,RoofZone_SmartRopeNode3_SmartRope,1
13.337,RoofZone_SmartRopeNode3_SmartRope,0
13.403,RoofZone_SmartRopeNode3_SmartRope,0
13.450,RoofZone_SmartRopeNode3_SmartRope,1
13.495,RoofZone_SmartRopeNode3_SmartRope,0
13.547,RoofZone_SmartRopeNode3_SmartRope,0
13.604,RoofZone_SmartRopeNode3_SmartRope,1
13.653,RoofZone_SmartRopeNode3_SmartRope,1
13.699,RoofZone_SmartRopeNode3_SmartRope,0
13.760,RoofZone_SmartRopeNode3_SmartRope,1
13.817,RoofZone_SmartRopeNode3_SmartRope,0
13.858,RoofZone_SmartRopeNode3_SmartRope,0
13.912,RoofZone_SmartRopeNode3_SmartRope,1
13.954,RoofZone_SmartRopeNode3_SmartRope,0
14.019,RoofZone_SmartRopeNode3_SmartRope,0
14.073,RoofZone_SmartRopeNode3_SmartRope,1
14.134,RoofZone_SmartRopeNode3_SmartRope,0
14.190,RoofZone_SmartRopeNode3_SmartRope,0
14.233,RoofZone_SmartRopeNode3_SmartRope,1
14.284,RoofZone_SmartRopeNode3_SmartRope,1
14.356,RoofZone_SmartRopeNode3_SmartRope,0
14.411,RoofZone_SmartRopeNode3_SmartRope,1
14.454,RoofZone_SmartRopeNode3_SmartRope,0
14.503,RoofZone_SmartRopeNode3_SmartRope,0
14.546,RoofZone_SmartRopeNode3_SmartRope,1
14.597,RoofZone_SmartRopeNode3_SmartRope,0
14.639,RoofZone_SmartRopeNode3_SmartRope,0
14.683,RoofZone_SmartRopeNode3_SmartRope,1
14.738,RoofZone_SmartRopeNode3_SmartRope,0
14.799,RoofZone_SmartRopeNode3_SmartRope,0
14.845,RoofZone_SmartRopeNode3_SmartRope,1
14.892,RoofZone_SmartRopeNode3_SmartRope,1
14.934,RoofZone_SmartRopeNode3_SmartRope,0
14.976,RoofZone_SmartRopeNode3_SmartRope,1
15.032,RoofZone_SmartRopeNode3_SmartRope,0
15.084,RoofZone_SmartRopeNode3_SmartRope,0
15.141,RoofZone_SmartRopeNode3_SmartRope,1
15.184,RoofZone_SmartRopeNode3_SmartRope,0
15.248,RoofZone_SmartRopeNode3_SmartRope,0
15.310,RoofZone_SmartRopeNode3_SmartRope,1
15.373,RoofZone_SmartRopeNode3_SmartRope,0
15.434,RoofZone_SmartRopeNode3_SmartRope,0
15.497,RoofZone_SmartRopeNode3_SmartRope,1
15.558,RoofZone_SmartRopeNode3_SmartRope,1
15.610,RoofZone_SmartRopeNode3_SmartRope,0
15.655,RoofZone_SmartRopeNode3_SmartRope,1
15.705,RoofZone_SmartRopeNode3_SmartRope,0
15.751,RoofZone_SmartRopeNode3_SmartRope,0
15.807,RoofZone_SmartRopeNode3_SmartRope,1
15.869,RoofZone_SmartRopeNode3_SmartRope,0
15.931,RoofZone_SmartRopeNode3_SmartRope,0
15.978,RoofZone_SmartRopeNode3_SmartRope,1
16.039,RoofZone_SmartRopeNode3_SmartRope,0
16.103,RoofZone_SmartRopeNode3_SmartRope,0
16.144,RoofZone_SmartRopeNode3_SmartRope,1
16.196,RoofZone_SmartRopeNode3_SmartRope,1
16.259,RoofZone_SmartRopeNode3_SmartRope,0
16.310,RoofZone_SmartRopeNode3_SmartRope,1
16.368,RoofZone_SmartRopeNode3_SmartRope,0
16.420,RoofZone_SmartRopeNode3_SmartRope,0
16.476,RoofZone_SmartRopeNode3_SmartRope,1
16.522,RoofZone_SmartRopeNode3_SmartRope,0
16.577,RoofZone_SmartRopeNode3_SmartRope,0
16.633,RoofZone_SmartRopeNode3_SmartRope,1
16.696,RoofZone_SmartRopeNode3_SmartRope,0
16.758,RoofZone_SmartRopeNode3_SmartRope,0
16.820,RoofZone_SmartRopeNode3_SmartRope,1
16.872,RoofZone_SmartRopeNode3_SmartRope,1
16.919,RoofZone_SmartRopeNode3_SmartRope,0
16.968,RoofZone_SmartRopeNode3_SmartRope,1
17.022,RoofZone_SmartRopeNode3_SmartRope,0
17.069,RoofZone_SmartRopeNode3_SmartRope,0
17.116,RoofZone_SmartRopeNode3_SmartRope,1
17.159,RoofZone_SmartRopeNode3_SmartRope,0
17.200,RoofZone_SmartRopeNode3_SmartRope,0
17.241,RoofZone_SmartRopeNode3_SmartRope,1
17.284,RoofZone_SmartRopeNode3_SmartRope,0
17.350,RoofZone_SmartRopeNode3_SmartRope,0
17.397,RoofZone_SmartRopeNode3_SmartRope,1
17.444,RoofZone_SmartRopeNode3_SmartRope,1
17.485,RoofZone_SmartRopeNode3_SmartRope,0
17.527,RoofZone_SmartRopeNode3_SmartRope,1
17.569,RoofZone_SmartRopeNode3_SmartRope,0
17.622,RoofZone_SmartRopeNode3_SmartRope,0
17.663,RoofZone_SmartRopeNode3_SmartRope,1
17.723,RoofZone_SmartRopeNode3_SmartRope,0
17.786,RoofZone_SmartRopeNode3_SmartRope,0
17.849,RoofZone_SmartRopeNode3_SmartRope,1
17.911,RoofZone_SmartRopeNode3_SmartRope,0
17.959,RoofZone_SmartRopeNode3_SmartRope,0
18.022,RoofZone_SmartRopeNode3_SmartRope,1
18.083,RoofZone_SmartRopeNode3_SmartRope,1
18.144,RoofZone_SmartRopeNode3_SmartRope,0
18.206,RoofZone_SmartRopeNode3_SmartRope,1
18.255,RoofZone_SmartRopeNode3_SmartRope,0
18.305,RoofZone_SmartRopeNode3_SmartRope,0
18.346,RoofZone_SmartRopeNode3_SmartRope,1
18.390,RoofZone_SmartRopeNode3_SmartRope,0
18.439,RoofZone_SmartRopeNode3_SmartRope,0
18.481,RoofZone_SmartRopeNode3_SmartRope,1
18.531,RoofZone_SmartRopeNode3_SmartRope,0
18.574,RoofZone_SmartRopeNode3_SmartRope,0
18.630,RoofZone_SmartRopeNode3_SmartRope,1
18.681,RoofZone_SmartRopeNode3_SmartRope,1
18.731,RoofZone_SmartRopeNode3_SmartRope,0
18.794,RoofZone_SmartRopeNode3_SmartRope,1
18.856,RoofZone_SmartRopeNode3_SmartRope,0
18.911,RoofZone_SmartRopeNode3_SmartRope,0
18.955,RoofZone_SmartRopeNode3_SmartRope,1
18.998,RoofZone_SmartRopeNode3_SmartRope,0
19.063,RoofZone_SmartRopeNode3_SmartRope,0
19.105,RoofZone_SmartRopeNode3_SmartRope,1
19.147,RoofZone_SmartRopeNode3_SmartRope,0
19.220,RoofZone_SmartRopeNode3_SmartRope,0
19.281,RoofZone_SmartRopeNode3_SmartRope,1
19.364,RoofZone_SmartRopeNode3_SmartRope,1
19.438,RoofZone_SmartRopeNode3_SmartRope,0
19.485,RoofZone_SmartRopeNode3_SmartRope,1
19.546,RoofZone_SmartRopeNode3_SmartRope,0
19.609,RoofZone_SmartRopeNode3_SmartRope,0
19.652,RoofZone_SmartRopeNode3_SmartRope,1
19.710,RoofZone_SmartRopeNode3_SmartRope,0
19.751,RoofZone_SmartRopeNode3_SmartRope,0
19.796,RoofZone_SmartRopeNode3_SmartRope,1
19.858,RoofZone_SmartRopeNode3_SmartRope,0
19.900,RoofZone_SmartRopeNode3_SmartRope,0
19.952,RoofZone_SmartRopeNode3_SmartRope,1
19.999,RoofZone_SmartRopeNode3_SmartRope,1
20.122,RoofZone_SmartRopeNode3_SmartRope,0
20.185,RoofZone_SmartRopeNode3_SmartRope,1
20.226,RoofZone_SmartRopeNode3_SmartRope,0
20.279,RoofZone_SmartRopeNode3_SmartRope,0
20.339,RoofZone_SmartRopeNode3_SmartRope,1
20.389,RoofZone_SmartRopeNode3_SmartRope,0
20.431,RoofZone_SmartRopeNode3_SmartRope,0
20.481,RoofZone_SmartRopeNode3_SmartRope,1
20.529,RoofZone_SmartRopeNode3_SmartRope,0
20.585,RoofZone_SmartRopeNode3_SmartRope,0
20.647,RoofZone_SmartRopeNode3_SmartRope,1
20.702,RoofZone_SmartRopeNode3_SmartRope,1
20.772,RoofZone_SmartRopeNode3_SmartRope,0
20.834,RoofZone_SmartRopeNode3_SmartRope,1
20.875,RoofZone_SmartRopeNode3_SmartRope,0
20.929,RoofZone_SmartRopeNode3_SmartRope,0
20.971,RoofZone_SmartRopeNode3_SmartRope,1
21.022,RoofZone_SmartRopeNode3_SmartRope,0
21.089,RoofZone_SmartRopeNode3_SmartRope,0
21.138,RoofZone_SmartRopeNode3_SmartRope,1
21.183,RoofZone_SmartRopeNode3_SmartRope,0
21.227,RoofZone_SmartRopeNode3_SmartRope,0
21.275,RoofZone_SmartRopeNode3_SmartRope,1
21.318,RoofZone_SmartRopeNode3_SmartRope,1
21.366,RoofZone_SmartRopeNode3_SmartRope,0
21.418,RoofZone_SmartRopeNode3_SmartRope,1
21.462,RoofZone_SmartRopeNode3_SmartRope,0
21.513,RoofZone_SmartRopeNode3_SmartRope,0
21.569,RoofZone_SmartRopeNode3_SmartRope,1
21.617,RoofZone_SmartRopeNode3_SmartRope,0
21.685,RoofZone_SmartRopeNode3_SmartRope,0
21.759,RoofZone_SmartRopeNode3_SmartRope,1
21.803,RoofZone_SmartRopeNode3_SmartRope,0
21.844,RoofZone_SmartRopeNode3_SmartRope,0
21.886,RoofZone_SmartRopeNode3_SmartRope,1
21.927,RoofZone_SmartRopeNode3_SmartRope,1
21.977,RoofZone_SmartRopeNode3_SmartRope,0
22.023,RoofZone_SmartRopeNode3_SmartRope,1
22.067,RoofZone_SmartRopeNode3_SmartRope,0
22.132,RoofZone_SmartRopeNode3_SmartRope,0
22.174,RoofZone_SmartRopeNode3_SmartRope,1
22.215,RoofZone_SmartRopeNode3_SmartRope,0
22.257,RoofZone_SmartRopeNode3_SmartRope,0
22.299,RoofZone_SmartRopeNode3_SmartRope,1
22.350,RoofZone_SmartRopeNode3_SmartRope,0
22.393,RoofZone_SmartRopeNode3_SmartRope,0
22.442,RoofZone_SmartRopeNode3_SmartRope,1
22.489,RoofZone_SmartRopeNode3_SmartRope,1
22.541,RoofZone_SmartRopeNode3_SmartRope,0
22.582,RoofZone_SmartRopeNode3_SmartRope,1
22.629,RoofZone_SmartRopeNode3_SmartRope,0
22.681,RoofZone_SmartRopeNode3_SmartRope,0
22.737,RoofZone_SmartRopeNode3_SmartRope,1
22.781,RoofZone_SmartRopeNode3_SmartRope,0
22.832,RoofZone_SmartRopeNode3_SmartRope,0
22.873,RoofZone_SmartRopeNode3_SmartRope,1
22.916,RoofZone_SmartRopeNode3_SmartRope,0
22.958,RoofZone_SmartRopeNode3_SmartRope,0
22.999,RoofZone_SmartRopeNode3_SmartRope,1
23.050,RoofZone_SmartRopeNode3_SmartRope,1
23.111,RoofZone_SmartRopeNode3_SmartRope,0
23.157,RoofZone_SmartRopeNode3_SmartRope,1
23.205,RoofZone_SmartRopeNode3_SmartRope,0
23.265,RoofZone_SmartRopeNode3_SmartRope,0
23.311,RoofZone_SmartRopeNode3_SmartRope,1
23.373,RoofZone_SmartRopeNode3_SmartRope,0
23.419,RoofZone_SmartRopeNode3_SmartRope,0
23.467,RoofZone_SmartRopeNode3_SmartRope,1
23.509,RoofZone_SmartRopeNode3_SmartRope,0
23.552,RoofZone_SmartRopeNode3_SmartRope,0
23.598,RoofZone_SmartRopeNode3_SmartRope,1
23.654,RoofZone_SmartRopeNode3_SmartRope,1
23.706,RoofZone_SmartRopeNode3_SmartRope,0
23.762,RoofZone_SmartRopeNode3_SmartRope,1
23.810,RoofZone_SmartRopeNode3_SmartRope,0
23.856,RoofZone_SmartRopeNode3_SmartRope,0
23.902,RoofZone_SmartRopeNode3_SmartRope,1
23.945,RoofZone_SmartRopeNode3_SmartRope,0
24.009,RoofZone_SmartRopeNode3_SmartRope,0
24.057,RoofZone_SmartRopeNode3_SmartRope,1
24.108,RoofZone_SmartRopeNode3_SmartRope,0
24.151,RoofZone_SmartRopeNode3_SmartRope,0
24.213,RoofZone_SmartRopeNode3_SmartRope,1
24.275,RoofZone_SmartRopeNode3_SmartRope,1
24.336,RoofZone_SmartRopeNode3_SmartRope,0
24.379,RoofZone_SmartRopeNode3_SmartRope,1
24.430,RoofZone_SmartRopeNode3_SmartRope,0
24.492,RoofZone_SmartRopeNode3_SmartRope,0
24.555,RoofZone_SmartRopeNode3_SmartRope,1
24.598,RoofZone_SmartRopeNode3_SmartRope,0
24.639,RoofZone_SmartRopeNode3_SmartRope,0
24.694,RoofZone_SmartRopeNode3_SmartRope,1
24.756,RoofZone_SmartRopeNode3_SmartRope,0
24.797,RoofZone_SmartRopeNode3_SmartRope,0
24.849,RoofZone_SmartRopeNode3_SmartRope,1
24.906,RoofZone_SmartRopeNode3_SmartRope,1
24.951,RoofZone_SmartRopeNode3_SmartRope,0
25.005,RoofZone_SmartRopeNode3_SmartRope,1
25.052,RoofZone_SmartRopeNode3_SmartRope,0
25.099,RoofZone_SmartRopeNode3_SmartRope,0
25.174,RoofZone_SmartRopeNode3_SmartRope,1
25.216,RoofZone_SmartRopeNode3_SmartRope,0
25.275,RoofZone_SmartRopeNode3_SmartRope,0
25.317,RoofZone_SmartRopeNode3_SmartRope,1
25.379,RoofZone_SmartRopeNode3_SmartRope,0
25.441,RoofZone_SmartRopeNode3_SmartRope,0
25.503,RoofZone_SmartRopeNode3_SmartRope,1
25.545,RoofZone_SmartRopeNode3_SmartRope,1
25.588,RoofZone_SmartRopeNode3_SmartRope,0
25.631,RoofZone_SmartRopeNode3_SmartRope,1
25.689,RoofZone_SmartRopeNode3_SmartRope,0
25.752,RoofZone_SmartRopeNode3_SmartRope,0
