Timestamp,Object Name,Distance
7.159,RoofZone_UltrasonicNode5_UltrasonicSensor,70
7.208,RoofZone_UltrasonicNode5_UltrasonicSensor,180
7.266,RoofZone_UltrasonicNode5_UltrasonicSensor,90
7.308,RoofZone_UltrasonicNode5_UltrasonicSensor,100
7.363,RoofZone_UltrasonicNode5_UltrasonicSensor,130
7.406,RoofZone_UltrasonicNode5_UltrasonicSensor,140
7.449,RoofZone_UltrasonicNode5_UltrasonicSensor,250
7.491,RoofZone_UltrasonicNode5_UltrasonicSensor,150
7.533,RoofZone_UltrasonicNode5_UltrasonicSensor,60
7.573,RoofZone_UltrasonicNode5_UltrasonicSensor,250
7.635,RoofZone_UltrasonicNode5_UltrasonicSensor,200
7.685,RoofZone_UltrasonicNode5_UltrasonicSensor,15
7.736,RoofZone_UltrasonicNode5_UltrasonicSensor,10
7.793,RoofZone_UltrasonicNode5_UltrasonicSensor,59
7.856,RoofZone_UltrasonicNode5_UltrasonicSensor,120
8.007,RoofZone_UltrasonicNode5_UltrasonicSensor,70
8.056,RoofZone_UltrasonicNode5_UltrasonicSensor,180
8.109,RoofZone_UltrasonicNode5_UltrasonicSensor,90
8.164,RoofZone_UltrasonicNode5_UltrasonicSensor,100
8.219,RoofZone_UltrasonicNode5_UltrasonicSensor,130
8.276,RoofZone_UltrasonicNode5_UltrasonicSensor,140
8.318,RoofZone_UltrasonicNode5_UltrasonicSensor,250
8.365,RoofZone_UltrasonicNode5_UltrasonicSensor,150
8.408,RoofZone_UltrasonicNode5_UltrasonicSensor,60
8.459,RoofZone_UltrasonicNode5_UltrasonicSensor,250
8.504,RoofZone_UltrasonicNode5_UltrasonicSensor,200
8.545,RoofZone_UltrasonicNode5_UltrasonicSensor,15
8.600,RoofZone_UltrasonicNode5_UltrasonicSensor,10
8.647,RoofZone_UltrasonicNode5_UltrasonicSensor,59
8.692,RoofZone_UltrasonicNode5_UltrasonicSensor,120
8.733,RoofZone_UltrasonicNode5_UltrasonicSensor,70
8.786,RoofZone_UltrasonicNode5_UltrasonicSensor,180
8.829,RoofZone_UltrasonicNode5_UltrasonicSensor,90
8.887,RoofZone_UltrasonicNode5_UltrasonicSensor,100
8.943,RoofZone_UltrasonicNode5_UltrasonicSensor,130
8.997,RoofZone_UltrasonicNode5_UltrasonicSensor,140
9.038,RoofZone_UltrasonicNode5_UltrasonicSensor,250
9.102,RoofZone_UltrasonicNode5_UltrasonicSensor,150
9.144,RoofZone_UltrasonicNode5_UltrasonicSensor,60
9.196,RoofZone_UltrasonicNode5_UltrasonicSensor,250
9.240,RoofZone_UltrasonicNode5_UltrasonicSensor,200
9.282,RoofZone_UltrasonicNode5_UltrasonicSensor,15
9.325,RoofZone_UltrasonicNode5_UltrasonicSensor,10
9.368,RoofZone_UltrasonicNode5_UltrasonicSensor,59
9.410,RoofZone_UltrasonicNode5_UltrasonicSensor,120
9.452,RoofZone_UltrasonicNode5_UltrasonicSensor,70
9.502,RoofZone_UltrasonicNode5_UltrasonicSensor,180
9.544,RoofZone_UltrasonicNode5_UltrasonicSensor,90
9.596,RoofZone_UltrasonicNode5_UltrasonicSensor,100
9.648,RoofZone_UltrasonicNode5_UltrasonicSensor,130
9.725,RoofZone_UltrasonicNode5_UltrasonicSensor,140
9.783,RoofZone_UltrasonicNode5_UltrasonicSensor,250
9.828,RoofZone_UltrasonicNode5_UltrasonicSensor,150
9.874,RoofZone_UltrasonicNode5_UltrasonicSensor,60
9.919,RoofZone_UltrasonicNode5_UltrasonicSensor,250
9.968,RoofZone_UltrasonicNode5_UltrasonicSensor,200
10.014,RoofZone_UltrasonicNode5_UltrasonicSensor,15
10.056,RoofZone_UltrasonicNode5_UltrasonicSensor,10
10.108,RoofZone_UltrasonicNode5_UltrasonicSensor,59
10.154,RoofZone_UltrasonicNode5_UltrasonicSensor,120
10.198,RoofZone_UltrasonicNode5_UltrasonicSensor,70
10.241,RoofZone_UltrasonicNode5_UltrasonicSensor,180
10.282,RoofZone_UltrasonicNode5_UltrasonicSensor,90
10.325,RoofZone_UltrasonicNode5_UltrasonicSensor,100
10.366,RoofZone_UltrasonicNode5_UltrasonicSensor,130
10.409,RoofZone_UltrasonicNode5_UltrasonicSensor,140
10.465,RoofZone_UltrasonicNode5_UltrasonicSensor,250
10.527,RoofZone_UltrasonicNode5_UltrasonicSensor,150
10.573,RoofZone_UltrasonicNode5_UltrasonicSensor,60
10.616,RoofZone_UltrasonicNode5_UltrasonicSensor,250
10.668,RoofZone_UltrasonicNode5_UltrasonicSensor,200
10.710,RoofZone_UltrasonicNode5_UltrasonicSensor,15
10.755,RoofZone_UltrasonicNode5_UltrasonicSensor,10
10.797,RoofZone_UltrasonicNode5_UltrasonicSensor,59
10.839,RoofZone_UltrasonicNode5_UltrasonicSensor,120
10.881,RoofZone_UltrasonicNode5_UltrasonicSensor,70
10.934,RoofZone_UltrasonicNode5_UltrasonicSensor,180
10.982,RoofZone_UltrasonicNode5_UltrasonicSensor,90
11.029,RoofZone_UltrasonicNode5_UltrasonicSensor,100
11.070,RoofZone_UltrasonicNode5_UltrasonicSensor,130
11.120,RoofZone_UltrasonicNode5_UltrasonicSensor,140
11.163,RoofZone_UltrasonicNode5_UltrasonicSensor,250
11.254,RoofZone_UltrasonicNode5_UltrasonicSensor,150
11.306,RoofZone_UltrasonicNode5_UltrasonicSensor,60
11.369,RoofZone_UltrasonicNode5_UltrasonicSensor,250
11.412,RoofZone_UltrasonicNode5_UltrasonicSensor,200
11.454,RoofZone_UltrasonicNode5_UltrasonicSensor,15
11.510,RoofZone_UltrasonicNode5_UltrasonicSensor,10
11.571,RoofZone_UltrasonicNode5_UltrasonicSensor,59
11.617,RoofZone_UltrasonicNode5_UltrasonicSensor,120
11.661,RoofZone_UltrasonicNode5_UltrasonicSensor,70
11.716,RoofZone_UltrasonicNode5_UltrasonicSensor,180
11.759,RoofZone_UltrasonicNode5_UltrasonicSensor,90
11.809,RoofZone_UltrasonicNode5_UltrasonicSensor,100
11.857,RoofZone_UltrasonicNode5_UltrasonicSensor,130
11.899,RoofZone_UltrasonicNode5_UltrasonicSensor,140
11.959,RoofZone_UltrasonicNode5_UltrasonicSensor,250
12.022,RoofZone_UltrasonicNode5_UltrasonicSensor,150
12.069,RoofZone_UltrasonicNode5_UltrasonicSensor,60
12.113,RoofZone_UltrasonicNode5_UltrasonicSensor,250
12.159,RoofZone_UltrasonicNode5_UltrasonicSensor,200
12.210,RoofZone_UltrasonicNode5_UltrasonicSensor,15
12.252,RoofZone_UltrasonicNode5_UltrasonicSensor,10
12.303,RoofZone_UltrasonicNode5_UltrasonicSensor,59
12.345,RoofZone_UltrasonicNode5_UltrasonicSensor,120
12.406,RoofZone_UltrasonicNode5_UltrasonicSensor,70
12.462,RoofZone_UltrasonicNode5_UltrasonicSensor,180
12.516,RoofZone_UltrasonicNode5_UltrasonicSensor,90
12.557,RoofZone_UltrasonicNode5_UltrasonicSensor,100
12.600,RoofZone_UltrasonicNode5_UltrasonicSensor,130
12.657,RoofZone_UltrasonicNode5_UltrasonicSensor,140
12.698,RoofZone_UltrasonicNode5_UltrasonicSensor,250
12.740,RoofZone_UltrasonicNode5_UltrasonicSensor,150
12.784,RoofZone_UltrasonicNode5_UltrasonicSensor,60
12.825,RoofZone_UltrasonicNode5_UltrasonicSensor,250
12.892,RoofZone_UltrasonicNode5_UltrasonicSensor,200
12.952,RoofZone_UltrasonicNode5_UltrasonicSensor,15
12.993,RoofZone_UltrasonicNode5_UltrasonicSensor,10
13.045,RoofZone_UltrasonicNode5_UltrasonicSensor,59
13.093,RoofZone_UltrasonicNode5_UltrasonicSensor,120
13.139,RoofZone_UltrasonicNode5_UltrasonicSensor,70
13.188,RoofZone_UltrasonicNode5_UltrasonicSensor,180
13.248,RoofZone_UltrasonicNode5_UltrasonicSensor,90
13.311,RoofZone_UltrasonicNode5_UltrasonicSensor,100
13.372,RoofZone_UltrasonicNode5_UltrasonicSensor,130
13.417,RoofZone_UltrasonicNode5_UltrasonicSensor,140
13.479,RoofZone_UltrasonicNode5_UltrasonicSensor,250
13.540,RoofZone_UltrasonicNode5_UltrasonicSensor,150
13.587,RoofZone_UltrasonicNode5_UltrasonicSensor,60
13.632,RoofZone_UltrasonicNode5_UltrasonicSensor,250
13.674,RoofZone_UltrasonicNode5_UltrasonicSensor,200
13.716,RoofZone_UltrasonicNode5_UltrasonicSensor,15
13.786,RoofZone_UltrasonicNode5_UltrasonicSensor,10
13.833,RoofZone_UltrasonicNode5_UltrasonicSensor,59
13.882,RoofZone_UltrasonicNode5_UltrasonicSensor,120
13.932,RoofZone_UltrasonicNode5_UltrasonicSensor,70
13.979,RoofZone_UltrasonicNode5_UltrasonicSensor,180
14.052,RoofZone_UltrasonicNode5_UltrasonicSensor,90
14.104,RoofZone_UltrasonicNode5_UltrasonicSensor,100
14.160,RoofZone_UltrasonicNode5_UltrasonicSensor,130
14.212,RoofZone_UltrasonicNode5_UltrasonicSensor,140
14.257,RoofZone_UltrasonicNode5_UltrasonicSensor,250
14.300,RoofZone_UltrasonicNode5_UltrasonicSensor,150
14.400,RoofZone_UltrasonicNode5_UltrasonicSensor,60
14.442,RoofZone_UltrasonicNode5_UltrasonicSensor,250
14.485,RoofZone_UltrasonicNode5_UltrasonicSensor,200
14.539,RoofZone_UltrasonicNode5_UltrasonicSensor,15
14.579,RoofZone_UltrasonicNode5_UltrasonicSensor,10
14.633,RoofZone_UltrasonicNode5_UltrasonicSensor,59
14.675,RoofZone_UltrasonicNode5_UltrasonicSensor,120
14.722,RoofZone_UltrasonicNode5_UltrasonicSensor,70
14.774,RoofZone_UltrasonicNode5_UltrasonicSensor,180
14.830,RoofZone_UltrasonicNode5_UltrasonicSensor,90
14.876,RoofZone_UltrasonicNode5_UltrasonicSensor,100
14.925,RoofZone_UltrasonicNode5_UltrasonicSensor,130
14.966,RoofZone_UltrasonicNode5_UltrasonicSensor,140
15.024,RoofZone_UltrasonicNode5_UltrasonicSensor,250
15.066,RoofZone_UltrasonicNode5_UltrasonicSensor,150
15.114,RoofZone_UltrasonicNode5_UltrasonicSensor,60
15.162,RoofZone_UltrasonicNode5_UltrasonicSensor,250
15.203,RoofZone_UltrasonicNode5_UltrasonicSensor,200
15.265,RoofZone_UltrasonicNode5_UltrasonicSensor,15
15.326,RoofZone_UltrasonicNode5_UltrasonicSensor,10
15.389,RoofZone_UltrasonicNode5_UltrasonicSensor,59
15.451,RoofZone_UltrasonicNode5_UltrasonicSensor,120
15.512,RoofZone_UltrasonicNode5_UltrasonicSensor,70
15.564,RoofZone_UltrasonicNode5_UltrasonicSensor,180
15.621,RoofZone_UltrasonicNode5_UltrasonicSensor,90
15.667,RoofZone_UltrasonicNode5_UltrasonicSensor,100
15.709,RoofZone_UltrasonicNode5_UltrasonicSensor,130
15.752,RoofZone_UltrasonicNode5_UltrasonicSensor,140
15.807,RoofZone_UltrasonicNode5_UltrasonicSensor,250
15.854,RoofZone_UltrasonicNode5_UltrasonicSensor,150
15.905,RoofZone_UltrasonicNode5_UltrasonicSensor,60
15.946,RoofZone_UltrasonicNode5_UltrasonicSensor,250
15.989,RoofZone_UltrasonicNode5_UltrasonicSensor,200
16.056,RoofZone_UltrasonicNode5_UltrasonicSensor,15
16.119,RoofZone_UltrasonicNode5_UltrasonicSensor,10
16.165,RoofZone_UltrasonicNode5_UltrasonicSensor,59
16.208,RoofZone_UltrasonicNode5_UltrasonicSensor,120
16.275,RoofZone_UltrasonicNode5_UltrasonicSensor,70
16.317,RoofZone_UltrasonicNode5_UltrasonicSensor,180
16.374,RoofZone_UltrasonicNode5_UltrasonicSensor,90
16.431,RoofZone_UltrasonicNode5_UltrasonicSensor,100
16.483,RoofZone_UltrasonicNode5_UltrasonicSensor,130
16.530,RoofZone_UltrasonicNode5_UltrasonicSensor,140
16.587,RoofZone_UltrasonicNode5_UltrasonicSensor,250
16.649,RoofZone_UltrasonicNode5_UltrasonicSensor,150
16.713,RoofZone_UltrasonicNode5_UltrasonicSensor,60
16.775,RoofZone_UltrasonicNode5_UltrasonicSensor,250
16.836,RoofZone_UltrasonicNode5_UltrasonicSensor,200
16.883,RoofZone_UltrasonicNode5_UltrasonicSensor,15
16.965,RoofZone_UltrasonicNode5_UltrasonicSensor,10
17.006,RoofZone_UltrasonicNode5_UltrasonicSensor,59
17.061,RoofZone_UltrasonicNode5_UltrasonicSensor,120
17.117,RoofZone_UltrasonicNode5_UltrasonicSensor,70
17.163,RoofZone_UltrasonicNode5_UltrasonicSensor,180
17.203,RoofZone_UltrasonicNode5_UltrasonicSensor,90
17.258,RoofZone_UltrasonicNode5_UltrasonicSensor,100
17.305,RoofZone_UltrasonicNode5_UltrasonicSensor,130
17.347,RoofZone_UltrasonicNode5_UltrasonicSensor,140
17.397,RoofZone_UltrasonicNode5_UltrasonicSensor,250
17.439,RoofZone_UltrasonicNode5_UltrasonicSensor,150
17.491,RoofZone_UltrasonicNode5_UltrasonicSensor,60
17.539,RoofZone_UltrasonicNode5_UltrasonicSensor,250
17.600,RoofZone_UltrasonicNode5_UltrasonicSensor,200
17.662,RoofZone_UltrasonicNode5_UltrasonicSensor,15
17.709,RoofZone_UltrasonicNode5_UltrasonicSensor,10
17.771,RoofZone_UltrasonicNode5_UltrasonicSensor,59
17.834,RoofZone_UltrasonicNode5_UltrasonicSensor,120
17.897,RoofZone_UltrasonicNode5_UltrasonicSensor,70
17.940,RoofZone_UltrasonicNode5_UltrasonicSensor,180
17.981,RoofZone_UltrasonicNode5_UltrasonicSensor,90
18.038,RoofZone_UltrasonicNode5_UltrasonicSensor,100
18.099,RoofZone_UltrasonicNode5_UltrasonicSensor,130
18.151,RoofZone_UltrasonicNode5_UltrasonicSensor,140
18.193,RoofZone_UltrasonicNode5_UltrasonicSensor,250
18.246,RoofZone_UltrasonicNode5_UltrasonicSensor,150
18.301,RoofZone_UltrasonicNode5_UltrasonicSensor,60
18.347,RoofZone_UltrasonicNode5_UltrasonicSensor,250
18.388,RoofZone_UltrasonicNode5_UltrasonicSensor,200
18.440,RoofZone_UltrasonicNode5_UltrasonicSensor,15
18.482,RoofZone_UltrasonicNode5_UltrasonicSensor,10
18.531,RoofZone_UltrasonicNode5_UltrasonicSensor,59
18.574,RoofZone_UltrasonicNode5_UltrasonicSensor,120
18.632,RoofZone_UltrasonicNode5_UltrasonicSensor,70
18.681,RoofZone_UltrasonicNode5_UltrasonicSensor,180
18.731,RoofZone_UltrasonicNode5_UltrasonicSensor,90
18.780,RoofZone_UltrasonicNode5_UltrasonicSensor,100
18.841,RoofZone_UltrasonicNode5_UltrasonicSensor,130
18.892,RoofZone_UltrasonicNode5_UltrasonicSensor,140
18.937,RoofZone_UltrasonicNode5_UltrasonicSensor,250
18.989,RoofZone_UltrasonicNode5_UltrasonicSensor,150
19.047,RoofZone_UltrasonicNode5_UltrasonicSensor,60
19.090,RoofZone_UltrasonicNode5_UltrasonicSensor,250
19.141,RoofZone_UltrasonicNode5_UltrasonicSensor,200
19.183,RoofZone_UltrasonicNode5_UltrasonicSensor,15
19.252,RoofZone_UltrasonicNode5_UltrasonicSensor,10
19.313,RoofZone_UltrasonicNode5_UltrasonicSensor,59
19.391,RoofZone_UltrasonicNode5_UltrasonicSensor,120
19.442,RoofZone_UltrasonicNode5_UltrasonicSensor,70
19.485,RoofZone_UltrasonicNode5_UltrasonicSensor,180
19.527,RoofZone_UltrasonicNode5_UltrasonicSensor,90
19.583,RoofZone_UltrasonicNode5_UltrasonicSensor,100
19.641,RoofZone_UltrasonicNode5_UltrasonicSensor,130
19.687,RoofZone_UltrasonicNode5_UltrasonicSensor,140
19.730,RoofZone_UltrasonicNode5_UltrasonicSensor,250
19.781,RoofZone_UltrasonicNode5_UltrasonicSensor,150
19.828,RoofZone_UltrasonicNode5_UltrasonicSensor,60
19.879,RoofZone_UltrasonicNode5_UltrasonicSensor,250
19.941,RoofZone_UltrasonicNode5_UltrasonicSensor,200
19.988,RoofZone_UltrasonicNode5_UltrasonicSensor,15
20.089,RoofZone_UltrasonicNode5_UltrasonicSensor,10
20.154,RoofZone_UltrasonicNode5_UltrasonicSensor,59
20.199,RoofZone_UltrasonicNode5_UltrasonicSensor,120
20.246,RoofZone_UltrasonicNode5_UltrasonicSensor,70
20.293,RoofZone_UltrasonicNode5_UltrasonicSensor,180
20.355,RoofZone_UltrasonicNode5_UltrasonicSensor,90
20.397,RoofZone_UltrasonicNode5_UltrasonicSensor,100
20.438,RoofZone_UltrasonicNode5_UltrasonicSensor,130
20.493,RoofZone_UltrasonicNode5_UltrasonicSensor,140
20.539,RoofZone_UltrasonicNode5_UltrasonicSensor,250
20.591,RoofZone_UltrasonicNode5_UltrasonicSensor,150
20.635,RoofZone_UltrasonicNode5_UltrasonicSensor,60
20.684,RoofZone_UltrasonicNode5_UltrasonicSensor,250
20.742,RoofZone_UltrasonicNode5_UltrasonicSensor,200
20.803,RoofZone_UltrasonicNode5_UltrasonicSensor,15
20.850,RoofZone_UltrasonicNode5_UltrasonicSensor,10
20.913,RoofZone_UltrasonicNode5_UltrasonicSensor,59
20.955,RoofZone_UltrasonicNode5_UltrasonicSensor,120
20.997,RoofZone_UltrasonicNode5_UltrasonicSensor,70
21.058,RoofZone_UltrasonicNode5_UltrasonicSensor,180
21.100,RoofZone_UltrasonicNode5_UltrasonicSensor,90
21.149,RoofZone_UltrasonicNode5_UltrasonicSensor,100
21.194,RoofZone_UltrasonicNode5_UltrasonicSensor,130
21.255,RoofZone_UltrasonicNode5_UltrasonicSensor,140
21.298,RoofZone_UltrasonicNode5_UltrasonicSensor,250
21.347,RoofZone_UltrasonicNode5_UltrasonicSensor,150
21.397,RoofZone_UltrasonicNode5_UltrasonicSensor,60
21.439,RoofZone_UltrasonicNode5_UltrasonicSensor,250
21.491,RoofZone_UltrasonicNode5_UltrasonicSensor,200
21.534,RoofZone_UltrasonicNode5_UltrasonicSensor,15
21.590,RoofZone_UltrasonicNode5_UltrasonicSensor,10
21.632,RoofZone_UltrasonicNode5_UltrasonicSensor,59
21.715,RoofZone_UltrasonicNode5_UltrasonicSensor,120
21.760,RoofZone_UltrasonicNode5_UltrasonicSensor,70
21.803,RoofZone_UltrasonicNode5_UltrasonicSensor,180
21.844,RoofZone_UltrasonicNode5_UltrasonicSensor,90
21.885,RoofZone_UltrasonicNode5_UltrasonicSensor,100
21.927,RoofZone_UltrasonicNode5_UltrasonicSensor,130
21.976,RoofZone_UltrasonicNode5_UltrasonicSensor,140
22.023,RoofZone_UltrasonicNode5_UltrasonicSensor,250
22.067,RoofZone_UltrasonicNode5_UltrasonicSensor,150
22.122,RoofZone_UltrasonicNode5_UltrasonicSensor,60
22.164,RoofZone_UltrasonicNode5_UltrasonicSensor,250
22.205,RoofZone_UltrasonicNode5_UltrasonicSensor,200
