Timestamp,Object Name,Event,Zone1_ActuatorNode_actuator_Connected Device 3,Zone1_ActuatorNode_actuator_Connected Device 2,Zone1_WindNode_WindSensor_Wind Speed,Zone1_SpeakerNode_speaker_Played Message,Zone1_ActuatorNode_actuator_Connected Device 1,Zone1_ActuatorNode_actuator_Connected Device 0,Zone1_GateNode_scanner_ID,Zone1_GateNode_relay_Connected Device 0,Zone1_UltrasonicNode1_UltrasonicSensor_Distance,Zone1_UltrasonicNode3_UltrasonicSensor_Distance,Zone1_UltrasonicNode5_UltrasonicSensor_Distance,Zone1_SmartRopeNode2_SmartRope_Is Attached,Zone1_ActuatorNode_actuator_Switch 0 Status,Zone1_ActuatorNode_actuator_Switch 1 Status,Zone1_ActuatorNode_actuator_Switch 2 Status,Zone1_ActuatorNode_actuator_Switch 3 Status,Zone1_BuzzerNode_actuator_Connected Device 0,Zone1_UltrasonicNode2_UltrasonicSensor_Distance,Zone1_UltrasonicNode4_UltrasonicSensor_Distance,Zone1_SmartRopeNode3_SmartRope_Is Attached,Zone1_GateNode_relay_Switch 0 Status,Zone1_SmartRopeNode1_SmartRope_Is Attached,Zone1_BuzzerNode_actuator_Switch 0 Status
2024-11-20T02:54:45.057308100,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_SpeakerNode],Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,1,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,200,Uninitialized,Uninitialized,1,Uninitialized
2024-11-20T02:54:45.043769100,Zone1_ControlNode,Received (2) new packet from slave node [Zone1_BuzzerNode],Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,1,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,1,Uninitialized
2024-11-20T02:54:45.042772400,Zone1_ControlNode,Gate [Zone1_GateNode] queried permission status for ID [Uninitialized]. Permission [DENIED],Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,1,Uninitialized
2024-11-20T02:54:45.073326300,Zone1_ControlNode,Received (8) new packet from slave node [Zone1_ActuatorNode],Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Uninitialized,200,200,1,Uninitialized,Uninitialized,Uninitialized,Uninitialized,Zone1_BuzzerNode_actuator_buzzer,200,200,Uninitialized,Uninitialized,1,false
2024-11-20T02:54:45.238743700,Zone1_ControlNode,Received (2) new packet from slave node [Zone1_GateNode],Disconnected,Disconnected,Uninitialized,Uninitialized,Disconnected,Zone1_PulleyLift,Uninitialized,Uninitialized,Uninitialized,200,200,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,200,200,Uninitialized,Uninitialized,1,false
2024-11-20T02:54:45.585504200,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_UltrasonicNode4],Disconnected,Disconnected,Uninitialized,Uninitialized,Disconnected,Zone1_PulleyLift,Uninitialized,Zone1_GateNode_motor,Uninitialized,200,200,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,200,200,Uninitialized,false,1,false
2024-11-20T02:54:45.586183400,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_SmartRopeNode1],Disconnected,Disconnected,Uninitialized,Uninitialized,Disconnected,Zone1_PulleyLift,Uninitialized,Zone1_GateNode_motor,Uninitialized,200,200,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,200,200,Uninitialized,false,1,false
2024-11-20T02:54:45.586183400,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_UltrasonicNode1],Disconnected,Disconnected,Uninitialized,Uninitialized,Disconnected,Zone1_PulleyLift,Uninitialized,Zone1_GateNode_motor,Uninitialized,200,200,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,200,200,Uninitialized,false,1,false
2024-11-20T02:54:45.586183400,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_WindNode],Disconnected,Disconnected,Uninitialized,Uninitialized,Disconnected,Zone1_PulleyLift,Uninitialized,Zone1_GateNode_motor,Uninitialized,200,200,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,200,200,Uninitialized,false,1,false
2024-11-20T02:54:45.586183400,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_SmartRopeNode2],Disconnected,Disconnected,Uninitialized,Uninitialized,Disconnected,Zone1_PulleyLift,Uninitialized,Zone1_GateNode_motor,Uninitialized,200,200,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,200,200,Uninitialized,false,1,false
2024-11-20T02:54:45.630829400,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_SpeakerNode],Disconnected,Disconnected,200,Uninitialized,Disconnected,Zone1_PulleyLift,Uninitialized,Zone1_GateNode_motor,30,200,200,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,200,15,Uninitialized,false,1,false
2024-11-20T02:54:45.631828800,Zone1_ControlNode,Received (2) new packet from slave node [Zone1_BuzzerNode],Disconnected,Disconnected,200,Uninitialized,Disconnected,Zone1_PulleyLift,Uninitialized,Zone1_GateNode_motor,30,200,200,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,200,15,Uninitialized,false,1,false
2024-11-20T02:54:45.631828800,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_UltrasonicNode2],Disconnected,Disconnected,200,Uninitialized,Disconnected,Zone1_PulleyLift,Uninitialized,Zone1_GateNode_motor,30,200,200,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,200,15,Uninitialized,false,1,false
2024-11-20T02:54:45.631828800,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_UltrasonicNode5],Disconnected,Disconnected,200,Uninitialized,Disconnected,Zone1_PulleyLift,Uninitialized,Zone1_GateNode_motor,30,200,200,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,200,15,Uninitialized,false,1,false
2024-11-20T02:54:45.631828800,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_SmartRopeNode3],Disconnected,Disconnected,200,Uninitialized,Disconnected,Zone1_PulleyLift,Uninitialized,Zone1_GateNode_motor,30,200,200,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,200,15,Uninitialized,false,1,false
2024-11-20T02:54:45.631828800,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_UltrasonicNode3],Disconnected,Disconnected,200,Uninitialized,Disconnected,Zone1_PulleyLift,Uninitialized,Zone1_GateNode_motor,30,200,200,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,200,15,Uninitialized,false,1,false
2024-11-20T02:54:45.712680900,Zone1_ControlNode,Received (8) new packet from slave node [Zone1_ActuatorNode],Disconnected,Disconnected,200,Uninitialized,Disconnected,Zone1_PulleyLift,Uninitialized,Zone1_GateNode_motor,30,15,15,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,15,15,1,false,1,false
2024-11-20T02:54:45.782976,Zone1_ControlNode,Gate [Zone1_GateNode] queried permission status for ID [Mars]. Permission [DENIED],Disconnected,Disconnected,200,Uninitialized,Disconnected,Zone1_PulleyLift,Mars,Zone1_GateNode_motor,30,15,15,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,15,15,1,false,1,false
2024-11-20T02:54:45.868394300,Zone1_ControlNode,Received (2) new packet from slave node [Zone1_GateNode],Disconnected,Disconnected,200,Uninitialized,Disconnected,Zone1_PulleyLift,Mars,Zone1_GateNode_motor,30,15,15,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,15,15,1,false,1,false
2024-11-20T02:54:46.100889400,Zone1_ControlNode,[SUCCESS] Set switch position [0] in object [Zone1_BuzzerNode_actuator] in slave node [Zone1_BuzzerNode],Disconnected,Disconnected,200,Uninitialized,Disconnected,Zone1_PulleyLift,Mars,Zone1_GateNode_motor,30,15,15,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,15,15,1,false,1,false
2024-11-20T02:54:46.116885800,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_WindNode],Disconnected,Disconnected,200,Uninitialized,Disconnected,Zone1_PulleyLift,Mars,Zone1_GateNode_motor,30,15,15,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,15,15,1,false,1,false
2024-11-20T02:54:46.116885800,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_UltrasonicNode1],Disconnected,Disconnected,200,Uninitialized,Disconnected,Zone1_PulleyLift,Mars,Zone1_GateNode_motor,30,15,15,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,15,15,1,false,1,false
2024-11-20T02:54:46.116885800,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_SmartRopeNode2],Disconnected,Disconnected,200,Uninitialized,Disconnected,Zone1_PulleyLift,Mars,Zone1_GateNode_motor,30,15,15,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,15,15,1,false,1,false
2024-11-20T02:54:46.116885800,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_SmartRopeNode1],Disconnected,Disconnected,200,Uninitialized,Disconnected,Zone1_PulleyLift,Mars,Zone1_GateNode_motor,30,15,15,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,15,15,1,false,1,false
2024-11-20T02:54:46.116885800,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_UltrasonicNode4],Disconnected,Disconnected,200,Uninitialized,Disconnected,Zone1_PulleyLift,Mars,Zone1_GateNode_motor,30,15,15,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,15,15,1,false,1,false
2024-11-20T02:54:46.132640400,Zone1_ControlNode,[SUCCESS] Set field [Played Message] in object [Zone1_SpeakerNode_speaker] in slave node [Zone1_SpeakerNode],Disconnected,Disconnected,300,Uninitialized,Disconnected,Zone1_PulleyLift,Mars,Zone1_GateNode_motor,140,15,15,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,15,10,1,false,1,false
2024-11-20T02:54:46.162933800,Zone1_ControlNode,Received (2) new packet from slave node [Zone1_BuzzerNode],Disconnected,Disconnected,300,Uninitialized,Disconnected,Zone1_PulleyLift,Mars,Zone1_GateNode_motor,140,15,15,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,15,10,1,false,1,false
2024-11-20T02:54:46.162933800,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_UltrasonicNode2],Disconnected,Disconnected,300,Uninitialized,Disconnected,Zone1_PulleyLift,Mars,Zone1_GateNode_motor,140,15,15,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,15,10,1,false,1,false
2024-11-20T02:54:46.175935600,Zone1_ControlNode,[SUCCESS] Set switch position [0] in object [Zone1_BuzzerNode_actuator] in slave node [Zone1_BuzzerNode],Disconnected,Disconnected,300,Uninitialized,Disconnected,Zone1_PulleyLift,Mars,Zone1_GateNode_motor,140,15,15,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,10,10,1,false,1,false
2024-11-20T02:54:46.177953300,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_SpeakerNode],Disconnected,Disconnected,300,Uninitialized,Disconnected,Zone1_PulleyLift,Mars,Zone1_GateNode_motor,140,15,15,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,10,10,1,false,1,false
2024-11-20T02:54:46.178938500,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_UltrasonicNode3],Disconnected,Disconnected,300,Uninitialized,Disconnected,Zone1_PulleyLift,Mars,Zone1_GateNode_motor,140,15,15,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,10,10,1,false,1,false
2024-11-20T02:54:46.178938500,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_SmartRopeNode3],Disconnected,Disconnected,300,Uninitialized,Disconnected,Zone1_PulleyLift,Mars,Zone1_GateNode_motor,140,15,15,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,10,10,1,false,1,false
2024-11-20T02:54:46.178938500,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_UltrasonicNode5],Disconnected,Disconnected,300,Uninitialized,Disconnected,Zone1_PulleyLift,Mars,Zone1_GateNode_motor,140,15,15,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,10,10,1,false,1,false
2024-11-20T02:54:46.209220100,Zone1_ControlNode,[SUCCESS] Set field [Played Message] in object [Zone1_SpeakerNode_speaker] in slave node [Zone1_SpeakerNode],Disconnected,Disconnected,300,,Disconnected,Zone1_PulleyLift,Mars,Zone1_GateNode_motor,140,10,10,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,10,10,0,false,1,false
2024-11-20T02:54:46.255358,Zone1_ControlNode,[SUCCESS] Set switch position [0] in object [Zone1_ActuatorNode_actuator] in slave node [Zone1_ActuatorNode],Disconnected,Disconnected,300,,Disconnected,Zone1_PulleyLift,Mars,Zone1_GateNode_motor,140,10,10,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,10,10,0,false,1,false
2024-11-20T02:54:46.260870300,Zone1_ControlNode,[STARTED] Sent Packet Through Connected Gateway. Next Hop [Zone2_ControlNode_gateway]. Target Destination [MasterZone_ControlNode_gateway],Disconnected,Disconnected,300,,Disconnected,Zone1_PulleyLift,Mars,Zone1_GateNode_motor,140,10,10,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,10,10,0,false,1,false
2024-11-20T02:54:46.287119900,Zone1_ControlNode,Received (8) new packet from slave node [Zone1_ActuatorNode],Disconnected,Disconnected,300,,Disconnected,Zone1_PulleyLift,Mars,Zone1_GateNode_motor,140,10,10,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,10,10,0,false,1,false
2024-11-20T02:54:46.412322700,Zone1_ControlNode,Gate [Zone1_GateNode] queried permission status for ID [Omar]. Permission [ALLOWED],Disconnected,Disconnected,300,,Disconnected,Zone1_PulleyLift,Omar,Zone1_GateNode_motor,140,10,10,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,10,10,0,false,1,false
2024-11-20T02:54:46.457115300,Zone1_ControlNode,Received (2) new packet from slave node [Zone1_GateNode],Disconnected,Disconnected,300,,Disconnected,Zone1_PulleyLift,Omar,Zone1_GateNode_motor,140,10,10,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,10,10,0,false,1,false
2024-11-20T02:54:46.490537800,Zone1_ControlNode,[SUCCESS] Sent Packet Through Connected Gateway. Next Hop [Zone2_ControlNode_gateway]. Target Destination [MasterZone_ControlNode_gateway],Disconnected,Disconnected,300,,Disconnected,Zone1_PulleyLift,Omar,Zone1_GateNode_motor,140,10,10,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,10,10,0,true,1,false
2024-11-20T02:54:46.661232900,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_SmartRopeNode1],Disconnected,Disconnected,300,,Disconnected,Zone1_PulleyLift,Omar,Zone1_GateNode_motor,140,10,10,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,10,10,0,true,1,false
2024-11-20T02:54:46.661232900,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_UltrasonicNode4],Disconnected,Disconnected,300,,Disconnected,Zone1_PulleyLift,Omar,Zone1_GateNode_motor,140,10,10,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,10,10,0,true,1,false
2024-11-20T02:54:46.661232900,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_WindNode],Disconnected,Disconnected,300,,Disconnected,Zone1_PulleyLift,Omar,Zone1_GateNode_motor,140,10,10,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,10,10,0,true,1,false
2024-11-20T02:54:46.661232900,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_UltrasonicNode1],Disconnected,Disconnected,300,,Disconnected,Zone1_PulleyLift,Omar,Zone1_GateNode_motor,140,10,10,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,10,10,0,true,1,false
2024-11-20T02:54:46.661232900,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_SmartRopeNode2],Disconnected,Disconnected,300,,Disconnected,Zone1_PulleyLift,Omar,Zone1_GateNode_motor,140,10,10,1,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,10,10,0,true,1,false
2024-11-20T02:54:46.693149900,Zone1_ControlNode,Received (2) new packet from slave node [Zone1_BuzzerNode],Disconnected,Disconnected,0,,Disconnected,Zone1_PulleyLift,Omar,Zone1_GateNode_motor,50,10,10,0,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,10,59,0,true,1,false
2024-11-20T02:54:46.708175700,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_UltrasonicNode2],Disconnected,Disconnected,0,,Disconnected,Zone1_PulleyLift,Omar,Zone1_GateNode_motor,50,10,10,0,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,10,59,0,true,1,true
2024-11-20T02:54:46.714167800,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_UltrasonicNode3],Disconnected,Disconnected,0,,Disconnected,Zone1_PulleyLift,Omar,Zone1_GateNode_motor,50,10,10,0,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,59,59,0,true,1,true
2024-11-20T02:54:46.715144,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_SpeakerNode],Disconnected,Disconnected,0,,Disconnected,Zone1_PulleyLift,Omar,Zone1_GateNode_motor,50,59,10,0,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,59,59,0,true,1,true
2024-11-20T02:54:46.721555600,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_SmartRopeNode3],Disconnected,Disconnected,0,Worker too close to edge,Disconnected,Zone1_PulleyLift,Omar,Zone1_GateNode_motor,50,59,10,0,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,59,59,0,true,1,true
2024-11-20T02:54:46.721555600,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_UltrasonicNode5],Disconnected,Disconnected,0,Worker too close to edge,Disconnected,Zone1_PulleyLift,Omar,Zone1_GateNode_motor,50,59,10,0,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,59,59,0,true,1,true
2024-11-20T02:54:46.847317100,Zone1_ControlNode,Received (8) new packet from slave node [Zone1_ActuatorNode],Disconnected,Disconnected,0,Worker too close to edge,Disconnected,Zone1_PulleyLift,Omar,Zone1_GateNode_motor,50,59,59,0,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,59,59,1,true,1,true
2024-11-20T02:54:47.004439800,Zone1_ControlNode,Gate [Zone1_GateNode] queried permission status for ID [hala]. Permission [DENIED],Disconnected,Disconnected,0,Worker too close to edge,Disconnected,Zone1_PulleyLift,hala,Zone1_GateNode_motor,50,59,59,0,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,59,59,1,true,1,true
2024-11-20T02:54:47.034430900,Zone1_ControlNode,[SUCCESS] Set switch position [0] in object [Zone1_BuzzerNode_actuator] in slave node [Zone1_BuzzerNode],Disconnected,Disconnected,0,Worker too close to edge,Disconnected,Zone1_PulleyLift,hala,Zone1_GateNode_motor,50,59,59,0,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,59,59,1,true,1,true
2024-11-20T02:54:47.049564500,Zone1_ControlNode,Received (2) new packet from slave node [Zone1_GateNode],Disconnected,Disconnected,0,Worker too close to edge,Disconnected,Zone1_PulleyLift,hala,Zone1_GateNode_motor,50,59,59,0,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,59,59,1,true,1,true
2024-11-20T02:54:47.080910600,Zone1_ControlNode,[SUCCESS] Set field [Played Message] in object [Zone1_SpeakerNode_speaker] in slave node [Zone1_SpeakerNode],Disconnected,Disconnected,0,Worker too close to edge,Disconnected,Zone1_PulleyLift,hala,Zone1_GateNode_motor,50,59,59,0,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,59,59,1,false,1,true
2024-11-20T02:54:47.112658600,Zone1_ControlNode,[SUCCESS] Set switch position [0] in object [Zone1_BuzzerNode_actuator] in slave node [Zone1_BuzzerNode],Disconnected,Disconnected,0,Worker too close to edge,Disconnected,Zone1_PulleyLift,hala,Zone1_GateNode_motor,50,59,59,0,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,59,59,1,false,1,true
2024-11-20T02:54:47.144754600,Zone1_ControlNode,[SUCCESS] Set field [Played Message] in object [Zone1_SpeakerNode_speaker] in slave node [Zone1_SpeakerNode],Disconnected,Disconnected,0,Worker too close to edge,Disconnected,Zone1_PulleyLift,hala,Zone1_GateNode_motor,50,59,59,0,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,59,59,1,false,1,true
2024-11-20T02:54:47.175883,Zone1_ControlNode,[SUCCESS] Set switch position [0] in object [Zone1_ActuatorNode_actuator] in slave node [Zone1_ActuatorNode],Disconnected,Disconnected,0,Worker too close to edge,Disconnected,Zone1_PulleyLift,hala,Zone1_GateNode_motor,50,59,59,0,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,59,59,1,false,1,true
2024-11-20T02:54:47.181016200,Zone1_ControlNode,[STARTED] Sent Packet Through Connected Gateway. Next Hop [Zone2_ControlNode_gateway]. Target Destination [MasterZone_ControlNode_gateway],Disconnected,Disconnected,0,Worker too close to edge,Disconnected,Zone1_PulleyLift,hala,Zone1_GateNode_motor,50,59,59,0,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,59,59,1,false,1,true
2024-11-20T02:54:47.191679300,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_UltrasonicNode4],Disconnected,Disconnected,0,Worker too close to edge,Disconnected,Zone1_PulleyLift,hala,Zone1_GateNode_motor,50,59,59,0,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,59,59,1,false,1,true
2024-11-20T02:54:47.191679300,Zone1_ControlNode,Received (1) new packet from slave node [Zone1_SmartRopeNode1],Disconnected,Disconnected,0,Worker too close to edge,Disconnected,Zone1_PulleyLift,hala,Zone1_GateNode_motor,50,59,59,0,false,false,false,false,Zone1_BuzzerNode_actuator_buzzer,59,59,1,false,1,true
