Timestamp,Object Name,Is Attached
2024-11-20T01:47:48.710840400,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:49.725320500,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:50.737740600,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:47:51.742240500,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:52.754142200,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:53.768628600,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:47:54.769992300,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:47:55.772506300,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:56.786164600,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:47:57.801823100,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:58.816745400,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:47:59.833267200,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:48:00.843603500,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:48:01.857362400,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:48:02.867002900,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:48:03.868547100,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:48:04.881104400,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:48:05.893162600,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:48:06.897884800,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:48:07.902451200,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:48:08.917421700,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:48:09.922357600,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:48:10.935464200,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:48:11.948045200,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:48:12.954684,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:48:13.969002800,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:48:14.981618500,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:48:15.991877100,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:48:17.007224300,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:48:18.021074900,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:48:19.035324,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:48:20.040131500,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:48:21.053329400,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:48:22.067482800,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:48:23.082523,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:48:24.095462400,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:48:25.111081200,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:48:26.125640300,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:48:27.141133900,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:48:28.155162,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:48:29.167782700,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:48:30.183424800,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:48:31.198778300,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:48:32.202377700,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:48:33.210803100,Zone1_SmartRopeNode3_SmartRope,1
2024-11-20T01:48:34.214267900,Zone1_SmartRopeNode3_SmartRope,0
2024-11-20T01:48:35.222700200,Zone1_SmartRopeNode3_SmartRope,0
