Timestamp                     ,Object Name          ,Event                                                                                                                                                                     ,RoofZone_UltrasonicNode4_UltrasonicSensor_Distance ,RoofZone_UltrasonicNode2_UltrasonicSensor_Distance ,RoofZone_ActuatorNode_actuator_Connected Device 0 ,RoofZone_ActuatorNode_actuator_Connected Device 1 ,RoofZone_GateNode_relay_Switch 0 Status ,RoofZone_SmartRopeNode1_SmartRope_Is Attached ,RoofZone_SmartRopeNode3_SmartRope_Is Attached ,RoofZone_ActuatorNode_actuator_Switch 2 Status ,RoofZone_ActuatorNode_actuator_Switch 3 Status ,RoofZone_GateNode_scanner_ID ,RoofZone_UltrasonicNode5_UltrasonicSensor_Distance ,RoofZone_UltrasonicNode3_UltrasonicSensor_Distance ,RoofZone_UltrasonicNode1_UltrasonicSensor_Distance ,RoofZone_ActuatorNode_actuator_Switch 0 Status ,RoofZone_ActuatorNode_actuator_Switch 1 Status ,RoofZone_SpeakerNode_speaker_Played Message ,RoofZone_GateNode_relay_Connected Device 0 ,RoofZone_BuzzerNode_actuator_Connected Device 0 ,RoofZone_ActuatorNode_actuator_Connected Device 2 ,RoofZone_ActuatorNode_actuator_Connected Device 3 ,RoofZone_WindNode_WindSensor_Wind Speed ,RoofZone_BuzzerNode_actuator_Switch 0 Status ,RoofZone_SmartRopeNode2_SmartRope_Is Attached
2024-11-27T10:05:11.159483    ,RoofZone_ControlNode ,Received (1) new packets from slave node [RoofZone_UltrasonicNode1] created @ [2024-11-27T10:05:10.771156300]                                                             ,Uninitialized                                      ,Uninitialized                                      ,Uninitialized                                     ,Uninitialized                                     ,Uninitialized                           ,Uninitialized                                 ,Uninitialized                                 ,Uninitialized                                  ,Uninitialized                                  ,Uninitialized                ,Uninitialized                                      ,Uninitialized                                      ,Uninitialized                                      ,Uninitialized                                  ,Uninitialized                                  ,Uninitialized                               ,Uninitialized                              ,Uninitialized                                   ,Uninitialized                                     ,Uninitialized                                     ,Uninitialized                           ,Uninitialized                                ,Uninitialized
2024-11-27T10:05:11.180504600 ,RoofZone_ControlNode ,Gate [RoofZone_GateNode] queried permission status for ID [Bruno]. Permission [DENIED]                                                                                    ,Uninitialized                                      ,Uninitialized                                      ,Uninitialized                                     ,Uninitialized                                     ,Uninitialized                           ,1                                             ,Uninitialized                                 ,Uninitialized                                  ,Uninitialized                                  ,Bruno                        ,200                                                ,200                                                ,Uninitialized                                      ,Uninitialized                                  ,Uninitialized                                  ,Uninitialized                               ,Uninitialized                              ,Uninitialized                                   ,Uninitialized                                     ,Uninitialized                                     ,Uninitialized                           ,Uninitialized                                ,Uninitialized
2024-11-27T10:05:11.175485    ,RoofZone_ControlNode ,Received (2) new packets from slave node [RoofZone_BuzzerNode] created @ [2024-11-27T10:05:10.771156300]                                                                  ,Uninitialized                                      ,Uninitialized                                      ,Uninitialized                                     ,Uninitialized                                     ,Uninitialized                           ,1                                             ,Uninitialized                                 ,Uninitialized                                  ,Uninitialized                                  ,Bruno                        ,200                                                ,Uninitialized                                      ,Uninitialized                                      ,Uninitialized                                  ,Uninitialized                                  ,Uninitialized                               ,Uninitialized                              ,Uninitialized                                   ,Uninitialized                                     ,Uninitialized                                     ,Uninitialized                           ,Uninitialized                                ,Uninitialized
2024-11-27T10:05:11.167488900 ,RoofZone_ControlNode ,Received (8) new packets from slave node [RoofZone_ActuatorNode] created @ [2024-11-27T10:05:10.771156300]                                                                ,Uninitialized                                      ,Uninitialized                                      ,Uninitialized                                     ,Uninitialized                                     ,Uninitialized                           ,1                                             ,Uninitialized                                 ,Uninitialized                                  ,Uninitialized                                  ,Bruno                        ,200                                                ,Uninitialized                                      ,Uninitialized                                      ,Uninitialized                                  ,Uninitialized                                  ,Uninitialized                               ,Uninitialized                              ,Uninitialized                                   ,Uninitialized                                     ,Uninitialized                                     ,Uninitialized                           ,Uninitialized                                ,Uninitialized
2024-11-27T10:05:11.165481100 ,RoofZone_ControlNode ,Received (1) new packets from slave node [RoofZone_SpeakerNode] created @ [2024-11-27T10:05:11.016598200]                                                                 ,Uninitialized                                      ,Uninitialized                                      ,Uninitialized                                     ,Uninitialized                                     ,Uninitialized                           ,1                                             ,Uninitialized                                 ,Uninitialized                                  ,Uninitialized                                  ,Bruno                        ,200                                                ,Uninitialized                                      ,Uninitialized                                      ,Uninitialized                                  ,Uninitialized                                  ,Uninitialized                               ,Uninitialized                              ,Uninitialized                                   ,Uninitialized                                     ,Uninitialized                                     ,Uninitialized                           ,Uninitialized                                ,Uninitialized
2024-11-27T10:05:11.408135900 ,RoofZone_ControlNode ,Received (2) new packets from slave node [RoofZone_GateNode] created @ [2024-11-27T10:05:11.362059100]                                                                    ,200                                                ,200                                                ,RoofZone_PulleyLift                               ,Disconnected                                      ,Uninitialized                           ,1                                             ,1                                             ,false                                          ,false                                          ,Bruno                        ,200                                                ,200                                                ,20                                                 ,false                                          ,false                                          ,Uninitialized                               ,Uninitialized                              ,RoofZone_BuzzerNode_actuator_buzzer             ,Disconnected                                      ,Disconnected                                      ,100                                     ,false                                        ,Uninitialized
2024-11-27T10:05:11.737345500 ,RoofZone_ControlNode ,Received (1) new packets from slave node [RoofZone_SmartRopeNode1] created @ [2024-11-27T10:05:11.711361300]                                                              ,200                                                ,200                                                ,RoofZone_PulleyLift                               ,Disconnected                                      ,false                                   ,1                                             ,1                                             ,false                                          ,false                                          ,Bruno                        ,200                                                ,200                                                ,20                                                 ,false                                          ,false                                          ,Uninitialized                               ,RoofZone_GateNode_motor                    ,RoofZone_BuzzerNode_actuator_buzzer             ,Disconnected                                      ,Disconnected                                      ,100                                     ,false                                        ,Uninitialized
2024-11-27T10:05:11.737345500 ,RoofZone_ControlNode ,Received (1) new packets from slave node [RoofZone_UltrasonicNode5] created @ [2024-11-27T10:05:11.711361300]                                                             ,200                                                ,200                                                ,RoofZone_PulleyLift                               ,Disconnected                                      ,false                                   ,1                                             ,1                                             ,false                                          ,false                                          ,Bruno                        ,200                                                ,200                                                ,20                                                 ,false                                          ,false                                          ,Uninitialized                               ,RoofZone_GateNode_motor                    ,RoofZone_BuzzerNode_actuator_buzzer             ,Disconnected                                      ,Disconnected                                      ,100                                     ,false                                        ,Uninitialized
2024-11-27T10:05:11.783142300 ,RoofZone_ControlNode ,Received (1) new packets from slave node [RoofZone_UltrasonicNode3] created @ [2024-11-27T10:05:11.759416300]                                                             ,200                                                ,200                                                ,RoofZone_PulleyLift                               ,Disconnected                                      ,false                                   ,1                                             ,1                                             ,false                                          ,false                                          ,Bruno                        ,15                                                 ,200                                                ,20                                                 ,false                                          ,false                                          ,Uninitialized                               ,RoofZone_GateNode_motor                    ,RoofZone_BuzzerNode_actuator_buzzer             ,Disconnected                                      ,Disconnected                                      ,100                                     ,false                                        ,Uninitialized
2024-11-27T10:05:11.798467700 ,RoofZone_ControlNode ,Received (1) new packets from slave node [RoofZone_SmartRopeNode3] created @ [2024-11-27T10:05:11.783142300]                                                              ,200                                                ,200                                                ,RoofZone_PulleyLift                               ,Disconnected                                      ,false                                   ,1                                             ,1                                             ,false                                          ,false                                          ,Bruno                        ,15                                                 ,15                                                 ,20                                                 ,false                                          ,false                                          ,Uninitialized                               ,RoofZone_GateNode_motor                    ,RoofZone_BuzzerNode_actuator_buzzer             ,Disconnected                                      ,Disconnected                                      ,100                                     ,false                                        ,Uninitialized
2024-11-27T10:05:11.813855300 ,RoofZone_ControlNode ,Received (1) new packets from slave node [RoofZone_WindNode] created @ [2024-11-27T10:05:11.791142400]                                                                    ,200                                                ,200                                                ,RoofZone_PulleyLift                               ,Disconnected                                      ,false                                   ,1                                             ,1                                             ,false                                          ,false                                          ,Bruno                        ,15                                                 ,15                                                 ,20                                                 ,false                                          ,false                                          ,Uninitialized                               ,RoofZone_GateNode_motor                    ,RoofZone_BuzzerNode_actuator_buzzer             ,Disconnected                                      ,Disconnected                                      ,100                                     ,false                                        ,Uninitialized
2024-11-27T10:05:11.813855300 ,RoofZone_ControlNode ,Received (1) new packets from slave node [RoofZone_UltrasonicNode4] created @ [2024-11-27T10:05:11.791142400]                                                             ,200                                                ,200                                                ,RoofZone_PulleyLift                               ,Disconnected                                      ,false                                   ,1                                             ,1                                             ,false                                          ,false                                          ,Bruno                        ,15                                                 ,15                                                 ,20                                                 ,false                                          ,false                                          ,Uninitialized                               ,RoofZone_GateNode_motor                    ,RoofZone_BuzzerNode_actuator_buzzer             ,Disconnected                                      ,Disconnected                                      ,100                                     ,false                                        ,Uninitialized
2024-11-27T10:05:11.816809400 ,RoofZone_ControlNode ,Received (1) new packets from slave node [RoofZone_SmartRopeNode2] created @ [2024-11-27T10:05:11.802573500]                                                              ,15                                                 ,200                                                ,RoofZone_PulleyLift                               ,Disconnected                                      ,false                                   ,1                                             ,1                                             ,false                                          ,false                                          ,Bruno                        ,15                                                 ,15                                                 ,20                                                 ,false                                          ,false                                          ,Uninitialized                               ,RoofZone_GateNode_motor                    ,RoofZone_BuzzerNode_actuator_buzzer             ,Disconnected                                      ,Disconnected                                      ,200                                     ,false                                        ,Uninitialized
2024-11-27T10:05:11.816809400 ,RoofZone_ControlNode ,Received (1) new packets from slave node [RoofZone_UltrasonicNode1] created @ [2024-11-27T10:05:11.802573500]                                                             ,15                                                 ,200                                                ,RoofZone_PulleyLift                               ,Disconnected                                      ,false                                   ,1                                             ,1                                             ,false                                          ,false                                          ,Bruno                        ,15                                                 ,15                                                 ,20                                                 ,false                                          ,false                                          ,Uninitialized                               ,RoofZone_GateNode_motor                    ,RoofZone_BuzzerNode_actuator_buzzer             ,Disconnected                                      ,Disconnected                                      ,200                                     ,false                                        ,Uninitialized
2024-11-27T10:05:11.827448200 ,RoofZone_ControlNode ,Received (1) new packets from slave node [RoofZone_UltrasonicNode2] created @ [2024-11-27T10:05:11.813855300]                                                             ,15                                                 ,200                                                ,RoofZone_PulleyLift                               ,Disconnected                                      ,false                                   ,1                                             ,1                                             ,false                                          ,false                                          ,Bruno                        ,15                                                 ,15                                                 ,30                                                 ,false                                          ,false                                          ,Uninitialized                               ,RoofZone_GateNode_motor                    ,RoofZone_BuzzerNode_actuator_buzzer             ,Disconnected                                      ,Disconnected                                      ,200                                     ,false                                        ,1
2024-11-27T10:05:11.832463900 ,RoofZone_ControlNode ,Received (2) new packets from slave node [RoofZone_BuzzerNode] created @ [2024-11-27T10:05:11.818837200]                                                                  ,15                                                 ,15                                                 ,RoofZone_PulleyLift                               ,Disconnected                                      ,false                                   ,1                                             ,1                                             ,false                                          ,false                                          ,Bruno                        ,15                                                 ,15                                                 ,30                                                 ,false                                          ,false                                          ,Uninitialized                               ,RoofZone_GateNode_motor                    ,RoofZone_BuzzerNode_actuator_buzzer             ,Disconnected                                      ,Disconnected                                      ,200                                     ,false                                        ,1
2024-11-27T10:05:11.837036    ,RoofZone_ControlNode ,Received (8) new packets from slave node [RoofZone_ActuatorNode] created @ [2024-11-27T10:05:11.818837200]                                                                ,15                                                 ,15                                                 ,RoofZone_PulleyLift                               ,Disconnected                                      ,false                                   ,1                                             ,1                                             ,false                                          ,false                                          ,Bruno                        ,15                                                 ,15                                                 ,30                                                 ,false                                          ,false                                          ,Uninitialized                               ,RoofZone_GateNode_motor                    ,RoofZone_BuzzerNode_actuator_buzzer             ,Disconnected                                      ,Disconnected                                      ,200                                     ,false                                        ,1
2024-11-27T10:05:11.837036    ,RoofZone_ControlNode ,Received (1) new packets from slave node [RoofZone_SpeakerNode] created @ [2024-11-27T10:05:11.822464600]                                                                 ,15                                                 ,15                                                 ,RoofZone_PulleyLift                               ,Disconnected                                      ,false                                   ,1                                             ,1                                             ,false                                          ,false                                          ,Bruno                        ,15                                                 ,15                                                 ,30                                                 ,false                                          ,false                                          ,Uninitialized                               ,RoofZone_GateNode_motor                    ,RoofZone_BuzzerNode_actuator_buzzer             ,Disconnected                                      ,Disconnected                                      ,200                                     ,false                                        ,1
2024-11-27T10:05:11.968233500 ,RoofZone_ControlNode ,Gate [RoofZone_GateNode] queried permission status for ID [Mars]                                                                                                          ,15                                                 ,15                                                 ,RoofZone_PulleyLift                               ,Disconnected                                      ,false                                   ,1                                             ,1                                             ,false                                          ,false                                          ,Mars                         ,15                                                 ,15                                                 ,30                                                 ,false                                          ,false                                          ,Uninitialized                               ,RoofZone_GateNode_motor                    ,RoofZone_BuzzerNode_actuator_buzzer             ,Disconnected                                      ,Disconnected                                      ,200                                     ,false                                        ,1
2024-11-27T10:05:11.969230600 ,RoofZone_ControlNode ,Gate [RoofZone_GateNode] queried permission status for ID [Mars]. Permission [DENIED]                                                                                     ,15                                                 ,15                                                 ,RoofZone_PulleyLift                               ,Disconnected                                      ,false                                   ,1                                             ,1                                             ,false                                          ,false                                          ,Mars                         ,15                                                 ,15                                                 ,30                                                 ,false                                          ,false                                          ,Uninitialized                               ,RoofZone_GateNode_motor                    ,RoofZone_BuzzerNode_actuator_buzzer             ,Disconnected                                      ,Disconnected                                      ,200                                     ,false                                        ,1
2024-11-27T10:05:11.998876    ,RoofZone_ControlNode ,Received (2) new packets from slave node [RoofZone_GateNode] created @ [2024-11-27T10:05:11.985463]                                                                       ,15                                                 ,15                                                 ,RoofZone_PulleyLift                               ,Disconnected                                      ,false                                   ,1                                             ,1                                             ,false                                          ,false                                          ,Mars                         ,15                                                 ,15                                                 ,30                                                 ,false                                          ,false                                          ,Uninitialized                               ,RoofZone_GateNode_motor                    ,RoofZone_BuzzerNode_actuator_buzzer             ,Disconnected                                      ,Disconnected                                      ,200                                     ,false                                        ,1
2024-11-27T10:05:12.250434    ,RoofZone_ControlNode ,Attempted setting switch position [0] in object [RoofZone_BuzzerNode_actuator] in slave node [RoofZone_BuzzerNode]                                                        ,15                                                 ,15                                                 ,RoofZone_PulleyLift                               ,Disconnected                                      ,false                                   ,1                                             ,1                                             ,false                                          ,false                                          ,Mars                         ,15                                                 ,15                                                 ,30                                                 ,false                                          ,false                                          ,Uninitialized                               ,RoofZone_GateNode_motor                    ,RoofZone_BuzzerNode_actuator_buzzer             ,Disconnected                                      ,Disconnected                                      ,200                                     ,false                                        ,1
2024-11-27T10:05:12.279309100 ,RoofZone_ControlNode ,[SUCCESS] Set switch position [0] in object [RoofZone_BuzzerNode_actuator] in slave node [RoofZone_BuzzerNode]. New State [OFF]                                           ,15                                                 ,15                                                 ,RoofZone_PulleyLift                               ,Disconnected                                      ,false                                   ,1                                             ,1                                             ,false                                          ,false                                          ,Mars                         ,15                                                 ,15                                                 ,30                                                 ,false                                          ,false                                          ,Uninitialized                               ,RoofZone_GateNode_motor                    ,RoofZone_BuzzerNode_actuator_buzzer             ,Disconnected                                      ,Disconnected                                      ,200                                     ,false                                        ,1
2024-11-27T10:05:12.279309100 ,RoofZone_ControlNode ,Received (1) new packets from slave node [RoofZone_SmartRopeNode1] created @ [2024-11-27T10:05:12.263987]                                                                 ,15                                                 ,15                                                 ,RoofZone_PulleyLift                               ,Disconnected                                      ,false                                   ,1                                             ,1                                             ,false                                          ,false                                          ,Mars                         ,15                                                 ,15                                                 ,30                                                 ,false                                          ,false                                          ,Uninitialized                               ,RoofZone_GateNode_motor                    ,RoofZone_BuzzerNode_actuator_buzzer             ,Disconnected                                      ,Disconnected                                      ,200                                     ,false                                        ,1
2024-11-27T10:05:12.279309100 ,RoofZone_ControlNode ,Received (1) new packets from slave node [RoofZone_UltrasonicNode5] created @ [2024-11-27T10:05:12.263987]                                                                ,15                                                 ,15                                                 ,RoofZone_PulleyLift                               ,Disconnected                                      ,false                                   ,1                                             ,1                                             ,false                                          ,false                                          ,Mars                         ,15                                                 ,15                                                 ,30                                                 ,false                                          ,false                                          ,Uninitialized                               ,RoofZone_GateNode_motor                    ,RoofZone_BuzzerNode_actuator_buzzer             ,Disconnected                                      ,Disconnected                                      ,200                                     ,false                                        ,1
